Name,Address,Longitude,Latitude
UNITED TECHNICAL & ALLIED SERVICES,"110/114, Oshodi-Apapa Expressway, Lagos, Lagos",3.34267997741699,6.55629014968872
BEAMCO,"3, Solomon Agbontan (Aerodrome), LAGOS, Lagos",3.37686896324158,6.6344780921936
FORMEX INTEGRATED SERVICES LTD,"Ikorodu Road, Mile12, Lagos",3.39541840553284,6.6093430519104
John West International Limited,"51 Opebi Road, Ikeja, Lagos State",3.35536289215088,6.59552478790283
GAS AIR,"Plot 5A General Aviation and Industrial Estate, LAGOS",3.32502198219299,6.47267818450928
Air Solution Nigeria Limited,"Ilupeju Road, Lagos, Lagos State",3.35634994506836,6.53881072998047
Mandilas Group Ltd,"Mandilas House, 96/102 Broad Street, Lagos, Lagos",3.38811993598938,6.45445013046265
A-LINE ARCHERS CONSTRUCTION LIMITED,"No.127 Herbert Macaulay Way, Lagos, Lagos",3.37732791900635,6.50257110595703
Mizbeach Limited,"56 Allen Avenue, Lagos, Ogun",3.35213994979858,6.60143995285034
FAKBIRDS SERVICES LIMITED,"No. 64 Toyin Street, Lagos, Ogun",3.34757399559021,6.59632301330566
BLUE OCEAN,"23 Ladipo Oluwole Street, LAGOS, Lagos",3.29446792602539,6.54662418365479
JMT,"26 Buhari Street, Lagos, Lagos",3.35125303268433,6.53615999221802
Starshield Technical Services | AC / DC Rewinding | Home appliances repair such as: washing machine/ microwave/ pumps,"3 kehinde jimoh street unity Estate, Lagos, Ogun 111115",3.41519808769226,6.72013711929321
ELPINA ASSOCIATES LIMITED,"18B, Creek Road, Lagos, Lagos",3.37811493873596,6.44153499603272
ELIZENO ENGINEERING NIGERIA LIMITED,"19, Adetola Lane, Lagos, Ogun",3.37093591690063,6.53390121459961
TECHNOTIME LIMITED,"404 Road, Lagos, Lagos",3.28478598594666,6.47780990600586
ANOINTED BLESSED ENG.CO.LTD,"Taiwo Close, Lagos, Ogun",3.32812905311584,6.66617012023926
interior decoration,"95,owutu isawo road agric ikorodu lagos, lagos state 23401",3.50483083724976,6.62370443344116
ART WALL INTERIOR DECOR,"Ikorodu Road, Ikorodu, Lagos",3.49453663825989,6.62415981292725
HomeWorth Interiors,"Lekki, Lagos,23401, Lagos, Lagos",3.54764938354492,6.44812536239624
RABSON INTENSIVE FURNITURE & INTERIOR DECORATION,"70 Ireshe Road, Ikorodu, Lagos",3.50521159172058,6.61085891723633
BASIL INTERIOR DECORATION ENTERPRISE,"Ayangburen Road, Ikorodu, Lagos",3.50175714492798,6.61421155929565
HASSMIMS VOGUE INTERIORS AND DECORATIONS,"Owolowo Street, Ikorodu, Lagos",3.50437879562378,6.61320638656616
Maven School of Interior Decoration and Design,"2A Oladipo Soyebo Cl, Omole Phase 1, Ikeja, Nigeria, Lagos, Lagos State",3.37524032592773,6.63281059265137
G-Tec Furniture And Interior Decor Ltd,"Matt Plaza, Langbasa Rd, Aja 106104, Lagos, Nigeria, Lagos, Lagos State",3.5841372013092,6.50028467178345
HILLS INTERIOR DECOR,"32 Orishigun Street, Orishigun, Lagos",3.39005327224731,6.60138368606567
Abilink Interiors,"No 36, Ijaiye Road, Opposite LG Showroom, Caterpillar Bus Stop, Ogba Ikeja, Lagos NATIONWIDE DELIVERY AVAILABLE, Lagos, Lagos, Lagos",3.33952951431274,6.63117218017578
BURNVIEW INTERIOR DECOR,Lr No 209/928/2 Lagos Lane,3.36482071876526,6.59561538696289
Aso Oge Fabrics and interior decor,"31 aladelola street ikosi ketu, Lagos, Lagos, Ogun",3.38103079795837,6.60442399978638
13 INTERIOR & DÃCOR,"8 Ola Ayinde St, Opebi 101233, Ikeja, Nigeria, Ikeja, Lagos State",3.3472638130188,6.59414911270142
JANGRAMZ GLOBAL PROPERTIES & INTERIOR DECOR,"Ikota Shopping Complex Victoria Garden City, Lekki",3.55616617202759,6.46436500549316
DARING INTERIOR DECOR,"Yaya Abatan Street, LAGOS, Lagos",3.34054064750671,6.63607788085938
BARRACK INTERIOR DECOR,"3 Ajogbedun Street, Zone 4, Ibadan",3.33431100845337,6.64290428161621
Doxology Interior DÃ©cor,"Lagos, Lagos, Ogun",3.33422994613647,6.62360000610352
Sky world interior decor and Lightings,"105 Obafemi Awolowo Way, beside mobile filling station. Airport Hotel, Ikeja, 100271, Lagos, Nigeria, Lagos, Lagos State",3.34949851036072,6.60747194290161
DIAMOND INTERIOR AND EXTERIOR DECOR,"14 Poboyejo Estate, Ikorodu, Lagos",3.3764488697052,6.50293779373169
JP interior desinger,"Lagos, Lagos",3.37134003639221,6.50946998596191
"Maven School of Interior Design and Decoration Palmgroove,Yaba.","19 APATA STREET,PALMGROOVE/ONIPANU,YABA LAGOS., Lagos, Lagos State +02",3.3859589099884,6.53320503234863
Chemhap interiors,"7 kokoro abu road, gbadamosi house, ikorodu, Lagos,23401, Lagos, Lagos",3.39582920074463,6.45300769805908
pop interior nd exterior decoration,"28 benco street Aboru Iyana Ipaja, Lagos, Lagos +123",3.39831185340881,6.45318365097046
Interior Decoration,"Shop No. E3, Mouque Plaza, 10 Ojuelegba Rd, Yaba, Lagos, Nigeria, Lagos, Lagos State",3.36217474937439,6.51029205322266
COUPLES & KIDS INTERIOR DECOR,"5 Adedeji Close, LAGOS, Lagos",3.45656991004944,6.44256782531738
GOD'S PLAN INTERIOR DECOR,"Ibrahim Taiwo Estate Pompamari Low Cost. 119 Ojuelegba Road, LAGOS, Lagos",3.36316990852356,6.51009178161621
Ola_interior_decor_store,"Moyosore Aboderin Shopping Mall, Oyetayo St, Mafoluku Oshodi 100261, Lagos, Nigeria, Lagos, Lagos State",3.34618854522705,6.56286668777466
PERFECT TOUCH INTERIOR & EXTERIOR DECOR,"Oshorun Heritage Estate Tony Idowu Close, Idowu, Lagos",3.48028707504272,6.45458984375
Omotuns interior decoration,"house 4 onitiri estate, ojodu abiodun road, Lagos, Lagos 2341",3.39582920074463,6.45300769805908
PINGO INTERIOR DECOR LTD,"Muri Okunola Street, Muri",3.4423189163208,6.43485927581787
Real1 Interior Decorations,"31, Abeokuta Express way, Cement Bus stop, Dopemu., Lagos,2341, Lagos, Ogun",3.33045673370361,6.60425615310669
MOPEL Interior,"Gowon Estate, Lagos,+234, Lagos, Lagos",3.34870576858521,6.55915307998657
Exquisite Designs & Decor | Interior Design Firm in Lagos,"Off Murtala Mohammed Int'l, 13 Fowora Close, Airport Rd, Ajao Estate, Lagos, Nigeria, Lagos, Lagos State",3.33718991279602,6.58997964859009
B&T Interior Design,"GOLDRIM PLAZA, 1/3, MOKUOLU JUNCTION, Yaya Abatan Rd, Ogba, Lagos, Lagos, Ogun 101323",3.34325194358826,6.64394903182983
Soledoge Interior Design And Decoration Academy (Sidda),"27, Amore Street, Off Toyin Street, Off Allen Avenue, Ikeja, Lagos, Lagos 23401",3.35182309150696,6.60209846496582
O7Furniture - Corian Furniture Design and Interior Decoration,"1 Morenikeji St, Allen 100271, Ikeja, Lagos, Nigeria, Lagos, Lagos State 110105",3.39216017723084,6.54755926132202
CVL Interior decoration,"3, John Olugbo Street,off Obafemi Awolowo way,Ikeja, 300001, Ikeja, Nigeria, Ikeja, Lagos State",3.35592460632324,6.61253976821899
BUSDAM INTERIOR DECORATION CONCEPTS,"Ayinke Street, Bariga, Lagos",3.38502621650696,6.54311323165894
Akinbamiro Interior Decoration,"13 Adedoyin St, Ketu 300001, Lagos, Nigeria, Lagos, Lagos State",3.3464457988739,6.63677310943604
Unique Masters Interior & Exterior Decor,"26 Ajayi Road, Aguda, Ogba, LGA, Ifako-Ijaiye, Ikeja 100001, Lagos, Nigeria, Lagos, Lagos State",3.34431576728821,6.64600610733032
101 INTERIOR DECORATIONS,"15 Abiodun Adeyemi Street, Ojodu-Berger, Lagos",3.33351707458496,6.63469982147217
Decor & Rainbow,"2 Opebi Road, Lagos",3.3653576374054,6.58457660675049
SAMMYSAM INTERIOR AND EXTERIOR DECOR,"Adeyemo Complex Adebayo Street, Adeyemo, Ekiti",3.3644711971283,6.64814329147339
Agathas Interior,"Local Government Area, 200 Awolowo Rd, Ikoyi 101233, Lagos, Nigeria, Lagos, Lagos State 101233",3.41779541969299,6.44205951690674
KIMDEC MULTIVENTURES & INTERIOR DECOR,"6 Kadiri Street, Jibowu",3.31723141670227,6.61546421051025
NAOJOE DISTINCT INTERIOR & EXTERIOR DECORATION,"20 Oshodi Road, Oshodi/Isolo, Lagos",3.41076040267944,6.4561972618103
Guidelines Home Decor Interior,"58a Ondo St, Ebute Metta 100001, Lagos, Nigeria, Lagos, Lagos State 100001",3.38845872879028,6.48209285736084
Exotic Interiors,"17 Olayiwola Street,Off Charity Road,Abule Egba ,Lagos, Lagos, Lagos, Lagos",3.39582991600037,6.45306015014648
Anyibest interior decor,"YABA TEJUOSHO MARKET shopping Yaba, Lagos 100011, Lagos, Nigeria, Lagos, Lagos State",3.3817834854126,6.49078226089478
Shekinah Dynamics Interior & Exterior Decor.,"Block A2 - 11, Suite 311, Sura Shopping Complex Simpson Street,, Lagos Island, Lagos state 234",3.40379166603088,6.45512771606445
HNK Interiors,"16B, Admiralty Way, Lekki Phase 1, Lagos",3.45507097244263,6.44027185440064
Alluring Interior Designs and Deco,"Lagos, +234",3.39417958259583,6.4550576210022
crystal interior decorations ltd,"house 8 , plot 4 Tanwa Abudu Close, U turn Bus Stop. Abule, Lagos, Ogun 234",3.37842011451721,6.51279735565186
"Full house interior decoration..... Painting, wallpaper, pop, screeding","local government, 46 Ososa Ave, Bariga 102216, Lagos, Nigeria, Lagos, Lagos State",3.39507007598877,6.53860235214233
CoZy Beddings and Interior Decoration,"15 Olakunle Ajibade St, Ojota 110001, Lagos, Nigeria, Lagos, Lagos State",3.36916279792786,6.51003503799439
HOME MATE INTERIOR DESIGN DECORATION,"106 Adeniji Adele Road, LAGOS, Lagos",3.39308762550354,6.45943307876587
TEEJAY INTERIOR HOME DECOR,"65 A Ojuelegba Road, LAGOS, Lagos",3.3701434135437,6.50908899307251
KAZLEM INTERIOR DECOR,"72 OLORUNSOGO STREET, Mushin, Lagos",3.37188243865967,6.53865718841553
KENSUZ HOME INTERIOR AND EXTERIOR DECORATION ENTERPRISES,"Harmony Estate No. 1 Kensuzzanne Drive, Iba, Lagos",3.39624810218811,6.45092153549194
SHINETEX INTERIOR DECORATION,"3Rd Extension, Akerele",3.35309672355652,6.50590991973877
VINTAGE DELUXE INTERIORS & DECORATION LIMITED,"No. 35 Tejusho Street, Yaba",3.36922192573547,6.5052056312561
CREATIVE INTERIOR DECORATIONS,"Mushin Road, Ikate, Lagos",3.3404688835144,6.51262474060059
Valentine interiors decorations,"127 olo drive by corner bus stop Ojo Alaba, Lagos, Nigeria, Lagos, Lagos State",3.32447910308838,6.4643874168396
Olaâs Interior Decor Store,"29, Oronna Street Oshodi Isolo, Lagos",3.34327387809753,6.5604133605957
Querida Living Interiors,"Gbagada, Lagos, Lagos, Ogun",3.39289045333862,6.54290914535523
CHIVIN MULTISERVE INTERIOR DECORATIONS ENTERPRISES,"Ayilara Street, LAGOS, Lagos",3.36259841918945,6.5129189491272
CLINJEF INTERIOR DECORATION,"45 Olorunshogo Street, Mushin, Lagos",3.35511875152588,6.52897787094116
SUPREME EXTERIOR AND INTERIOR DECORATION,"Chris Madueke Street, Lekki",3.46237635612488,6.44066762924194
Antholyd Lighting and Interior Decoration,"22 The Providence St, Lekki Phase 1, Lagos 101233, Lagos, Nigeria, Lagos, Lagos State",3.46078205108643,6.43187093734741
OLAOBA INTERIOR AND FASHION DECORATION,"Olaomoju Abimbola Eluyera Elujide Phase 1, Abimbola",3.47246146202087,6.4450888633728
Chuvie Decor Branch,"Barbeach Tower Block 5, Victoria Island, LAGOS, Lagos",3.43954348564148,6.4285740852356
Titemi home dÃ©cor and interiors,"Lekki, Lagos, Lagos",3.47471356391907,6.43194007873535
BORNWEALTHY FURNITURES AND INTERIOR DECORATION,"5 Dele Amuda Street, Lekki, Lagos",3.49737882614136,6.427978515625
Mufty interior Decorations Global Ltd,"Lagos road epe, Lagos, Nigeria, Lagos, Lagos State",3.5425431728363,6.44630670547485
BLUCREST FURNITURE & INTERIOR DECORATION LIMITED,"Demex Mart. Lekki-Epe Expressway, Km 35, Epe, Lagos",3.54093027114868,6.44245958328247
TUNEX INTERIOR DECORATIONS,"Lekki Epe Expressway, Epe, Lagos",3.65264225006104,6.46909523010254
Mide interior decor,"54, coast street ebute meta lagos, Lagos, Lagos +234",3.39582920074463,6.45300769805908
MORFIT INTERIOR DECOR & FURNITURE LTD,"Klm 35, Lekki Epe Expressway, Ibeju",3.72619104385376,6.47299766540527
Interior Decoration,"5, st saviour street okota Lagos., Lagos, Lagos 23401",3.33232831954956,6.62383604049683
Hupducon Interiors,"Lagos, Lagos",3.39582991600037,6.45306015014648
Stalite Realtor & Interior & Exterior Decor,"Private Address in Lagos, Lagos",3.39580011367798,6.45310020446777
Adore Interiors,"64, Ijaiye Road, Ogba, Ikeja, Lagos,23401, Lagos, Lagos",3.34842824935913,6.63520526885986
Qdlexy interiors decoration,"Private Address in Lagos, Lagos",3.39580011367798,6.45310020446777
halfkast interior deco,"Private Address in Lagos, Lagos",3.39580011367798,6.45310020446777
MIKE_C INTERIOR DECORATION NIGERIA,"Ikorodu Road, Fadeyi, Lagos",3.40299129486084,6.60385274887085
ZUNACCI INTERIOR DECOR AND HOME ACCESSORIES,"Ebun Street, Abule-Oja, Lagos",3.3118007183075,6.62308073043823
DIVINE IMPACT INTERIOR DECORATION VENTURES,"Badagry Expressway, Badagry, Lagos",3.1770350933075,6.4802131652832
Interior Designer,"Private Address in Lagos, Lagos",3.33038997650147,6.60501480102539
Dammy - Land Furniture & Interior Decoration,"Along ado odo road owode yewa Ogun state, Owode, Ogun State",2.9833300113678,6.69999980926514
dexotic interior decor,"blk8, flat10, agege lane dophin estate, Lagos, Lagos 234",3.27866697311401,6.57885408401489
Home Interior Decorations,"Shop 32 Water bustop, Ipaja road Alimosho, Ipaja 100278, Lagos, Nigeria, Lagos, Lagos State",3.29791593551636,6.61389255523682
PICK YOUR EXCELLENCE FURNITURES AND INTERIOR DECOR,"2 Alhaja Pupayemi Street, Ijebu Ode, Ogun",3.26855659484863,6.54900360107422
KUNMICK INTERIOR DECOR,"20 Duduyemi Street, Egbeda, Lagos",3.2881805896759,6.59525775909424
ISTAJ INTERIOR DECORATIONS,"No. 16 Ogun koya Street, Yaba",3.34074091911316,6.56372880935669
ABIDOLU FURNITURE & INTERIOR DECOR,"Fajumobi Street, Egbeda, Oyo",3.29691410064697,6.60455799102783
COMFORTBEDDINGS AND INTERIOR DECORATION,"4 Harrison Solaja Street, Ago, Lagos",3.30443978309631,6.51224946975708
HYBEZAT INTERIOR DECORATIONS,"Idimu Road, Egbeda, Lagos",3.28451561927795,6.58538055419922
Decor Lounge Interiors,"21B Adebisi Ogunniyi Crescent, Lekki, Eti-Osa LGA, Lagos State., Lekki 23401",4.09999990463257,6.41669988632202
OMD Art & Interior,"Plot 1 Ajikatu Mogaji, Oro House, off Oke Ira-Nla bus stop, Ajah Lagos., Lekki,+2348136075877",4.09999990463257,6.41666984558106
BAKEM INTERIOR DECOR & SUPPLIES,"Pearls Estate Abisoye Jaiyeola Street, Lekki",4.11813640594482,6.50656652450562
OLWILLS TOUCH INTERIOR DECOR,ALAKUKO +234,4.15774440765381,6.74192476272583
XP Barbers,"1 Victoria St, Ojota 105102, Lagos, Nigeria, Lagos, Lagos State 23401",3.39193987846375,6.50381326675415
Frontrow Barber's,"103,Apapa Road, Ebute-Metta, Lagos, Lagos",3.37474012374878,6.4817156791687
Dare Barber Shop,"H6, MABOREJE MARKET, Lagos Island, Lagos, Nigeria, Lagos, Lagos State",3.38030076026917,6.53293609619141
Captain Barbing Salon,"11 Ajose St, Surulere 101241, Lagos, Nigeria, Lagos, Lagos State",3.38848400115967,6.49014616012573
HairbyTomiee,"Olanrewaju St, Bariga 102216, Lagos, Nigeria, Lagos, Lagos State",3.39155983924866,6.53301239013672
Ismail Hair Salon,"14 Anuoluwapo St, Alimosho 102213, Lagos, Nigeria, Lagos, Lagos State",3.37696957588196,6.53211688995361
Abiodun barber shop,"291 Herbert Macaulay Way, Yaba 101245, Lagos, Nigeria, Lagos, Lagos State",3.3774905204773,6.50165510177612
Ozone Barbers,"34 Moore Rd, Yaba 101245, Lagos, Nigeria, Lagos, Lagos State",3.37768411636353,6.51466608047485
De - Best Barber's Salon,"Ogunnaike St, Dopemu 102212, Lagos, Nigeria, Lagos, Lagos State",3.36883330345154,6.54047727584839
Royalty's Hair Dressing Salon,"26 Alara Street, Onike, Yaba, Lagos, Nigeria, Lagos, Lagos State",3.38092541694641,6.50608587265015
Morufat Abdulraheem Salon,"3 Olaleye St, Ojo 105102, Lagos, Nigeria, Lagos, Lagos State",3.37277793884277,6.53589916229248
FUAD Barbershop,"BARRACKS B/STOP, 60 Tejuosho Rd, Surulere 101241, Lagos, Nigeria, Lagos, Lagos State",3.36951661109924,6.50406742095947
LEX BARBER SHOP,"32 Diya St, Gbagada 100242, Lagos, Nigeria, Lagos, Lagos State",3.3950879573822,6.54734802246094
Ogunwe Hair Salon,"1 SHOLADEMI STREET, Alimosho 102213, Lagos, Nigeria, Lagos, Lagos State",3.40629816055298,6.55196142196655
Seyi Bakare Styles,"31 APENA STR S/LERE, Ojo, Lagos, Nigeria, Lagos, Lagos State",3.36176347732544,6.51425313949585
UCHE BEST BARBING SALON,"2 , Ikunna Street, off Liasu Rd, Egbe 300001, Lagos, Nigeria, Lagos, Lagos State +234",3.34343028068543,6.49942111968994
THE PRISTINE BARBERS,"Benson Street, LAGOS, Lagos",3.35908651351929,6.50466728210449
Autograph Barbing Suite,"No 44 Ikosi road, Ikosi Road Shopping Mall, Ikosi Ketu, Lagos,23401, Lagos, Lagos",3.39582991600037,6.45306015014648
Ifeoluwa Barber Shop,"11 Wuraola St, Shogunle 102214, Lagos, Nigeria, Lagos, Lagos State",3.34163498878479,6.51243495941162
Kazeem Mehmud Salon,"128 Agege Motor Rd, Mushin 102215, Lagos, Nigeria, Lagos, Lagos State",3.36000466346741,6.52562093734741
Tosin Olumide Salon,"96 Olateju St, Mushin 102215, Lagos, Nigeria, Mushin, Lagos State",3.36035585403442,6.53180980682373
Priscilla Lady's Salon,"MILE 12, 10, OMODUNNI STREET, Ikosi Street, Isheri, Lagos, Nigeria, Lagos, Lagos State +234",3.34265971183777,6.51051330566406
Phase II Barbing Salon,"47, Meniel Road, Yaba, Lagos., LAGOS",3.38090825080872,6.49295091629028
Lukzyhaircut,"block 460(A.O.L.G)., Lagos,+234, Lagos, Lagos",3.31536078453064,6.45991230010986
Mr. Paul Akpobasa Saloon,"23 Ramoni St, Surulere 101241, Lagos, Nigeria, Lagos, Lagos State",3.33930850028992,6.50895404815674
Bolakale Cuts,"2 ADEGBITE LANE, Isolo 102215, Lagos, Nigeria, Lagos, Lagos State",3.32844281196594,6.51620388031006
UFS Food store,"32 Abiodun Wright Ave, Ikate 101241, Lagos, Nigeria, Lagos, Lagos State",3.34447240829468,6.50674724578857
Victor Barbing Salon,"Ilasa, 82 Akanro St, Mushin, Lagos, Nigeria, Lagos, Lagos State",3.33589553833008,6.5211706161499
Authentic Barbing Saloon,"27 Princess St, Lagos Island, Lagos 102273, Lagos, Nigeria, Lagos, Lagos State",3.39301228523254,6.46182250976563
Sakiru Hairdresser,"3 AKENELALE, Isolo, Lagos, Nigeria, Lagos, Lagos State",3.39529538154602,6.45300817489624
Plush Barbers Shop,"16 Oduduwa St, Ikate 101241, Lagos, Nigeria, Lagos, Lagos State",3.35614252090454,6.57273149490356
P4 BARBER'S SHOP,"95 Igbosere Road, LAGOS, Lagos",3.39899826049805,6.45073461532593
Hair Craft,"142, Bode Thomas Street, Surulere,, Lagos, Lagos",3.35442709922791,6.49013900756836
Tope Top Barber Shop,"4 Taiwo Akinsanya St, Ejigbo 102214, Lagos, Nigeria, Lagos, Lagos State",3.31405425071716,6.53901147842407
Olpet Barbing Salon,"6,rufai Apena Street,alagbada B/stop ,ijegun Road ,ikotun ,lagos., Lagos, Lagos 01",3.3228063583374,6.52701950073242
International Barging Salon,"1 Kuffo St, Ayobo 300001, Lagos, Nigeria, Lagos, Lagos State",3.41520071029663,6.44475507736206
Barbers shop,"Lagos State,iyana ipaja,mosan, DE Sopas bus stop, Lagos",3.3063542842865,6.62084245681763
Abu Oluwaseyi Salon,"Ibiye, 2nd St, Alimosho, Lagos, Nigeria, Lagos, Lagos State",3.42077732086182,6.46576642990112
Momohdu Barbing Salon,"Alapere, 6 Ibefun St, Ketu, Lagos, Nigeria, Lagos, Lagos State",3.33107614517212,6.4451060295105
Exclusive Barbers,"64 Eleshin St, Ikoyi 106104, Lagos, Nigeria, Lagos, Lagos State",3.41086053848267,6.44848346710205
SAMMY'S BARBERS SHOP & ACCESSORIES LTD,"Baale Street, LAGOS, Lagos",3.32522392272949,6.52684831619263
Jivamo Barber Salon,"15 Musa Yar' Adua St, Victoria Island 106104, Lagos, Nigeria, Lagos, Lagos State",3.41650104522705,6.43318223953247
IKUT BARBERS,"Canal West Mall Island Ikoyi, LAGOS, Lagos",3.4272449016571,6.45033025741577
Kabiru Barbing Salon,"Oshodi, Ladipo, Arowojobe Street, Lagos, Nigeria, Lagos, Lagos State",3.34189796447754,6.56221961975098
Greatness Barbers by Niki'O Beauty Salon,"31 Victoria Ariobeke, Off Admiralty Way, Lekki, Lagos,23401, Lagos, Lagos",3.45544481277466,6.43631267547607
Eric Barber Shop,"15A, Admiralty way, beside kfc restaurant, lekki phase 1, Lagos,105102, Lagos, Lagos",3.46789503097534,6.44253015518189
MR. SMALL Barber's SHOP,"NO 21, ADIMULA STREET, OFF LIASU ROAD, COUNCIL BUS STOP, 300001, IKOTUN, Lagos,23401, Lagos, Lagos",3.28018546104431,6.62607479095459
Rebel's Cut,"59, Ogudu Road, Opposite (Farm City Ogudu), Ogudu, Lagos",3.38937783241272,6.5768256187439
Rehoboth Barbing Salon,"25 Eyinogun St, Orile Oshodi 102214, Lagos, Nigeria, Lagos, Lagos State",3.33533906936646,6.55080413818359
Benatural Hair Salon,"22A Lateef Salami St, Ajao Estate 102214, Lagos, Nigeria, Lagos, Lagos State",3.33781886100769,6.55230188369751
Bello Hair Antidote,"16 Oshodi St, Lagos Island 102273, Lagos, Nigeria, Lagos, Lagos State",3.3983588218689,6.4549765586853
Yemi Salon,"No. 13 Kokumo St, Orile Agege, Lagos 102212, Lagos, Nigeria, Lagos, Lagos State",3.4331591129303,6.43548250198364
Paradise Barbing Saloon,"Flat No. 2 Block, God Mon Estate, 2 Okota Rd, Lagos, Nigeria, Lagos, Lagos State",3.30798172950745,6.52369356155396
The Barbershop,"Babatunde Anjose Avenue Studio 24 Lekki, Lagos, Nigeria, Lagos, Lagos State",3.47768545150757,6.449622631073
Groomed By Elereka,"7-12 Rumens Road, Ikoyi, Lagos,101233",3.42045950889587,6.42527437210083
Tunde the barber,"69 Victoria Arobieke, Admiralty Way, Lekki Phase 1, Lagos, Nigeria, Lagos, Lagos State",3.45444750785828,6.44318580627441
Kayzplace Barbershop,"25a Admiralty Way, E, Lekki, Nigeria, Lagos, Lagos State",3.45569944381714,6.43660926818848
SJ Barbers Shop,"17 Mogidi Street, Off Toyin St, near Presken Hotel, 100001, Ikeja, Nigeria, Ikeja, Lagos State",3.34934020042419,6.59626865386963
Shagdizy barbers,"No 1 Joshua oke-owo street, unity bustop, ikotun igando road, Alimosho, Lagos, Nigeria, Lagos, Lagos State",3.32543802261353,6.61162519454956
Kilo Barber Shop,"17,Kwaru street,off custom busstop, Abaranje Rd, Ikotun 300001, Ikotun, Nigeria, Ikotun, Lagos State",3.26120924949646,6.54291248321533
HI-CUT BARBER SHOP,"1 Olugbede Street, Egbeda, Idimu Road, 1 Olugbede St, 100276, Lagos, Nigeria, Lagos, Lagos State",3.29597640037537,6.61509466171265
LushTrends Barbershop,"18 Kudirat Abiola Way Alausa, Lagos, Ogun",3.36908507347107,6.59724998474121
Barbing Salon,"3 Ikosi Road, Ketu, Lagos 105102, Lagos, Nigeria, Lagos, Lagos State",3.3868100643158,6.60003614425659
Cheveux Beauty Salon,"2 Raymond Njoku Street, off Awolowo Rd, Ikoyi, Lagos, Nigeria, Lagos, Lagos State",3.42510771751404,6.44272327423096
